design_object_count,layout_count,composition
1,1,"Group:[types=['Frame', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'Text'], roles=[]]"
1,1,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Marker', 'Title']]"
1,1,"Group:[types=['Group'], roles=['Subtitle']]"
1,1,"Group:[types=['Group', 'Table'], roles=['Background', 'Description', 'Highlight']]"
1,1,"Group:[types=['Text', 'VStack'], roles=['Highlight', 'Subtitle']]"
1,1,"Group:[types=['LayeredDiagram', 'SVG', 'Text'], roles=['Background', 'Highlight', 'Title']]"
1,1,"Group:[types=['Gantt', 'SVG', 'Table'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Description', 'Marker', 'Separator', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'Table'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Group', 'Image'], roles=['Highlight', 'Title']]"
1,1,"Group:[types=['HStack', 'VStack'], roles=['Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Text'], roles=['Description', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Image', 'Text'], roles=['Background', 'Decoration', 'Subtitle']]"
1,1,"Group:[types=['Group', 'HStack', 'Image', 'SVG'], roles=['Background', 'Decoration', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'VStack'], roles=['Decoration', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'Quadrant', 'VStack'], roles=['Description', 'Highlight', 'Separator']]"
1,1,"Group:[types=['SVG'], roles=['Highlight', 'Separator']]"
1,1,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
1,1,"Group:[types=['Chart', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Title']]"
1,1,"Group:[types=['Group', 'Image'], roles=['Description', 'Image']]"
1,1,"Group:[types=['VStack'], roles=['Highlight', 'Separator']]"
1,1,"Group:[types=['HStack', 'Table', 'Text'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'Image', 'Text'], roles=['Decoration']]"
1,1,"Group:[types=['SVG', 'Table', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Gantt', 'Group', 'HStack'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'Table', 'Text'], roles=['Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'LayeredDiagram'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'HStack', 'Image'], roles=[]]"
1,1,"Group:[types=['Group', 'SVG'], roles=['Decoration', 'Description', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['Chart', 'Group', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['HStack', 'Image', 'Table', 'VStack'], roles=['Decoration', 'Description', 'Separator']]"
1,1,"Group:[types=['Chart', 'Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'SVG'], roles=['Background', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['LayeredDiagram', 'Text'], roles=['Description', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'Table', 'Text'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Gantt', 'SVG', 'Text'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Description', 'Highlight', 'Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Gantt', 'Group', 'SVG'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Image', 'Table'], roles=['Description', 'Separator']]"
1,1,"Group:[types=['LayeredDiagram', 'Text', 'VStack'], roles=['Description', 'Title']]"
1,1,"Group:[types=['Table', 'Text'], roles=['Background', 'Description', 'Highlight']]"
1,1,"Group:[types=['Frame', 'HStack', 'SVG'], roles=['Background', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Description', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['HStack', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration']]"
1,1,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'VennDiagram'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Image', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['HStack', 'SVG'], roles=['Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'Text', 'VennDiagram'], roles=['Background', 'Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['HStack', 'Text'], roles=['Highlight']]"
1,1,"Group:[types=['Group', 'Image', 'Text'], roles=['Description', 'Marker', 'Title']]"
1,1,"Group:[types=['Image', 'LayeredDiagram', 'VStack'], roles=['Decoration', 'Highlight']]"
1,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'Table'], roles=['Background', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'HStack', 'Text'], roles=['Background', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'VStack'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'SVG'], roles=['Decoration', 'Highlight', 'Title']]"
1,1,"Group:[types=['LayeredDiagram'], roles=['Description']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Description', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['Image', 'VStack'], roles=['Decoration', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Image', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'Text'], roles=['Background', 'Description', 'Highlight', 'Marker']]"
1,1,"Group:[types=['HStack', 'SVG', 'Table', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'Image', 'Video'], roles=['Decoration', 'Title']]"
1,1,"Group:[types=['Qrcode', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Qrcode'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Qrcode', 'Text'], roles=['Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'Video'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'SVG'], roles=['Background', 'Decoration', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'Image'], roles=['Decoration', 'Subtitle']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Description', 'Marker']]"
1,1,"Group:[types=['Group', 'Video'], roles=['Background', 'Decoration']]"
1,1,"Group:[types=['HStack', 'Text', 'VStack'], roles=['Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'Text', 'VennDiagram'], roles=['Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Frame', 'HStack', 'Text'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['HStack', 'SVG'], roles=['Description', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Image', 'Text', 'VStack'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Group', 'Table', 'Text'], roles=['Background', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Decoration', 'Subtitle', 'Title']]"
1,1,"Group:[types=['LayeredDiagram', 'VStack'], roles=['Background', 'Title']]"
1,1,"Group:[types=['Gantt', 'SVG', 'Table', 'Text'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Separator']]"
1,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'Text', 'Video'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['SVG', 'VStack'], roles=['Decoration', 'Subtitle']]"
1,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Description', 'Highlight', 'Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'VStack'], roles=['Background', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Background', 'Description', 'Subtitle']]"
1,1,"Group:[types=['SVG', 'Table', 'Text'], roles=['Decoration', 'Description', 'Marker']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Marker', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Image', 'Quadrant', 'Text'], roles=['Background', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'SVG'], roles=['Decoration', 'Separator']]"
1,1,"Group:[types=['Chart', 'VStack'], roles=['Highlight', 'Title']]"
1,1,"Group:[types=['Image', 'Table', 'VStack'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'HStack', 'Video'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Video'], roles=['Background', 'Decoration']]"
1,1,"Group:[types=['Group', 'Text'], roles=['Description', 'Highlight', 'Subtitle']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Highlight', 'Title']]"
1,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'LayeredDiagram', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['HStack'], roles=['Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'Text'], roles=['Description', 'Subtitle']]"
1,1,"Group:[types=['Chart', 'Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['HStack', 'Image', 'Text'], roles=['Decoration', 'Subtitle']]"
1,1,"Group:[types=['HStack', 'Image'], roles=['Description', 'Highlight']]"
1,1,"Group:[types=['Qrcode', 'SVG'], roles=['Background']]"
1,1,"Group:[types=['Group', 'SVG', 'Video'], roles=['Background', 'Decoration', 'Separator']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Title']]"
1,1,"Group:[types=['HStack', 'VStack'], roles=['Content', 'Description']]"
1,1,"Group:[types=['Quadrant', 'SVG', 'VStack'], roles=['Background', 'Separator', 'Title']]"
1,1,"Group:[types=['Text'], roles=['Background', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['HStack', 'VennDiagram'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Chart', 'HStack'], roles=['Description', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Table', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Decoration', 'Title']]"
1,1,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Background', 'Description']]"
1,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Decoration', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'Text'], roles=['Description', 'Opening']]"
1,1,"Group:[types=['Chart', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Title']]"
1,1,"Group:[types=['Chart', 'SVG', 'VStack'], roles=['Highlight', 'Separator']]"
1,1,"Group:[types=['Chart', 'SVG', 'Text', 'VennDiagram'], roles=['Description', 'Separator']]"
1,1,"Group:[types=['Chart', 'Group', 'SVG'], roles=['Decoration']]"
1,1,"Group:[types=['SVG', 'Text', 'Video'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'HStack', 'Image'], roles=['Decoration', 'Description', 'Separator']]"
1,1,"Group:[types=['SVG', 'VStack'], roles=['Decoration', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'VStack'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Image'], roles=['Background', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Decoration', 'Separator']]"
1,1,"Group:[types=['Text', 'VennDiagram'], roles=['Description']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Description', 'Marker', 'Title']]"
1,1,"Group:[types=['Group', 'HStack'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'LayeredDiagram'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'HStack'], roles=['Content', 'Description']]"
1,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'VStack'], roles=['Background', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'VStack'], roles=['Background', 'Description', 'Highlight']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['LayeredDiagram', 'Text'], roles=['Decoration', 'Title']]"
1,1,"Group:[types=['HStack'], roles=['Decoration', 'Highlight', 'Title']]"
1,1,"Group:[types=['Qrcode', 'SVG', 'Text'], roles=['Background', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Description', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['SVG', 'Table', 'Text'], roles=['Description', 'Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Background', 'Decoration', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'SVG'], roles=['Background', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Marker', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG', 'Text'], roles=['Background', 'Description', 'Marker', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'Text'], roles=['Description', 'Title']]"
1,1,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Subtitle']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Table', 'VStack'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'LayeredDiagram', 'SVG', 'VStack'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Title']]"
1,1,"Group:[types=['Chart', 'Image', 'SVG'], roles=['Background', 'Decoration']]"
1,1,"Group:[types=['Group'], roles=['Decoration', 'Separator', 'Title']]"
1,1,"Group:[types=['HStack', 'Table', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Background', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Image', 'Qrcode', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Image', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Highlight']]"
1,1,"Group:[types=['Chart', 'Group', 'HStack', 'Image'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Quadrant', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Marker', 'Title']]"
1,1,"Group:[types=['Chart', 'Group'], roles=['Background', 'Highlight']]"
1,1,"Group:[types=['Group', 'SVG', 'Video'], roles=['Decoration', 'Highlight']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Video'], roles=['Decoration', 'Highlight']]"
1,1,"Group:[types=['Group', 'Video'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'VStack'], roles=['Background', 'Description', 'Highlight']]"
1,1,"Group:[types=['Text', 'VStack'], roles=['Decoration', 'Highlight', 'Title']]"
1,1,"Group:[types=['Chart', 'SVG', 'VStack'], roles=['Background', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Text', 'Video'], roles=['Description']]"
1,1,"Group:[types=['Group', 'Quadrant', 'Text'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Group', 'VStack'], roles=['Highlight', 'Separator']]"
1,1,"Group:[types=['Group', 'Text'], roles=['Decoration', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Frame', 'SVG'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Chart', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight']]"
1,1,"Group:[types=['Group', 'VStack'], roles=['Background', 'Content']]"
1,1,"Group:[types=['Group', 'HStack', 'Qrcode', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'Text'], roles=['Decoration', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'Table', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Table'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'Qrcode', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Frame', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['Group'], roles=['Background', 'Subtitle', 'Title']]"
1,1,"Group:[types=['LayeredDiagram', 'SVG', 'Text'], roles=['Description', 'Separator']]"
1,1,"Group:[types=['VStack', 'VennDiagram'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Decoration', 'Highlight', 'Title']]"
1,1,"Group:[types=['Chart', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Marker', 'Title']]"
1,1,"Group:[types=['Frame', 'Group', 'HStack', 'VStack'], roles=['Decoration', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'Table', 'Text'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'Image', 'SVG'], roles=['Background', 'Description', 'Highlight']]"
1,1,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Decoration', 'Marker']]"
1,1,"Group:[types=['Group', 'Table', 'Text'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Group', 'Image', 'Text'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Chart', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Text', 'VStack'], roles=['Background', 'Highlight']]"
1,1,"Group:[types=['Chart', 'Table'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Chart', 'HStack', 'SVG'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['HStack', 'SVG'], roles=['Background', 'Decoration', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Group', 'Text', 'VStack', 'Video'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'VStack'], roles=['Background', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Gantt', 'Group', 'Image', 'SVG'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'Text'], roles=['Decoration', 'Description', 'Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'Table'], roles=['Background', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Chart', 'Group', 'Image', 'Table'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'VStack', 'Video'], roles=['Decoration', 'Highlight', 'Title']]"
1,1,"Group:[types=['Chart', 'Text'], roles=['Decoration', 'Description', 'Marker']]"
1,1,"Group:[types=['Group', 'HStack', 'Text', 'VStack'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Frame', 'Image', 'Video'], roles=['Background', 'Decoration']]"
1,1,"Group:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Text', 'VStack'], roles=['Highlight', 'Marker']]"
1,1,"Group:[types=['HStack', 'VStack'], roles=['Decoration', 'Highlight']]"
1,1,"Group:[types=['Chart', 'Table', 'VStack'], roles=['Description']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Description', 'Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Highlight', 'Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Background', 'Highlight', 'Title']]"
1,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Marker', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Background', 'Description', 'Subtitle']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Description']]"
1,1,"Group:[types=['Chart', 'Image', 'SVG'], roles=['Decoration']]"
1,1,"Group:[types=['Group', 'VStack', 'Video'], roles=['Decoration', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'VStack'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Text', 'VStack'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Image', 'VStack'], roles=['Background', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'Image', 'Table', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'Image'], roles=['Background', 'Decoration', 'Separator']]"
1,1,"Group:[types=['Group', 'HStack', 'Text', 'VStack'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Group', 'Table', 'VStack'], roles=['Background', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Background', 'Subtitle', 'Title']]"
1,1,"Group:[types=['LayeredDiagram', 'SVG'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Group', 'Image', 'VStack', 'Video'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'HStack', 'Text'], roles=['Subtitle', 'Title']]"
1,1,"Group:[types=['Chart', 'HStack', 'Image'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Table', 'Text'], roles=['Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Title']]"
1,1,"Group:[types=['Chart', 'Frame'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Content', 'Decoration', 'Description']]"
1,1,"Group:[types=['Image', 'VStack'], roles=['Background', 'Decoration', 'Separator', 'Title']]"
1,1,"Group:[types=['SVG', 'Text'], roles=['Description', 'Highlight', 'Marker', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Text'], roles=['Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'Text'], roles=['Description', 'Highlight', 'Marker', 'Separator']]"
1,1,"Group:[types=['Quadrant', 'SVG'], roles=['Description', 'Separator']]"
1,1,"Group:[types=['Image', 'Quadrant', 'Table', 'VStack'], roles=['Background', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'SVG', 'Table', 'Text'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Frame', 'SVG', 'Text'], roles=['Background', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Gantt', 'Group'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['SVG', 'Text'], roles=['Background', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Title']]"
1,1,"Group:[types=['Group', 'Video'], roles=['Background', 'Decoration', 'Highlight']]"
1,1,"Group:[types=['Table', 'Text'], roles=['Description', 'Marker']]"
1,1,"Group:[types=['Text', 'Video'], roles=['Decoration', 'Highlight']]"
